driver_age,driver_experience,previous_accidents,annual_mileage_x1000_km,car_manufacturing_year,car_age,insurance_premium_
43.0,24.0,0.0,22.0,2018.0,7.0,486.0
43.0,25.0,1.0,12.0,1993.0,32.0,489.2
65.0,19.0,3.0,13.0,1990.0,35.0,489.95
38.0,4.0,4.0,13.0,2008.0,17.0,499.55
56.0,0.0,0.0,22.0,2015.0,10.0,490.9
53.0,29.0,1.0,22.0,2014.0,11.0,484.4
50.0,2.0,1.0,25.0,1999.0,26.0,494.75
47.0,13.0,1.0,19.0,2004.0,21.0,491.25
54.0,29.0,3.0,25.0,2011.0,14.0,487.65
40.0,3.0,4.0,17.0,2010.0,15.0,499.45
27.0,9.0,3.0,18.0,2011.0,14.0,498.7
22.0,4.0,2.0,21.0,2025.0,0.0,498.45
53.0,24.0,1.0,20.0,2023.0,2.0,484.9
51.0,0.0,2.0,21.0,2019.0,6.0,494.45
48.0,14.0,5.0,19.0,2014.0,11.0,495.75
27.0,8.0,0.0,16.0,2017.0,8.0,493.8
36.0,14.0,0.0,14.0,1990.0,35.0,492.8
49.0,23.0,3.0,22.0,1993.0,32.0,492.1
18.0,0.0,4.0,11.0,1996.0,29.0,505.85
22.0,4.0,2.0,18.0,1998.0,27.0,501.0
62.0,36.0,4.0,17.0,2025.0,0.0,483.65
21.0,3.0,3.0,12.0,2008.0,17.0,501.7
33.0,5.0,0.0,18.0,1990.0,35.0,496.3
41.0,23.0,4.0,22.0,1999.0,26.0,494.6
33.0,15.0,4.0,15.0,2025.0,0.0,495.65
19.0,1.0,0.0,17.0,1998.0,27.0,499.45
45.0,12.0,2.0,14.0,2021.0,4.0,491.5
49.0,31.0,0.0,15.0,2021.0,4.0,482.05
44.0,24.0,4.0,18.0,1995.0,30.0,493.9
37.0,6.0,2.0,11.0,2006.0,19.0,496.25
41.0,3.0,2.0,11.0,1999.0,26.0,497.05
29.0,7.0,0.0,25.0,2016.0,9.0,494.25
52.0,19.0,4.0,14.0,2024.0,1.0,490.7
50.0,28.0,3.0,13.0,2010.0,15.0,488.25
50.0,9.0,4.0,23.0,2014.0,11.0,495.55
60.0,33.0,1.0,20.0,2017.0,8.0,481.4
54.0,25.0,5.0,22.0,2004.0,21.0,492.4
29.0,11.0,3.0,12.0,1993.0,32.0,499.2
20.0,2.0,2.0,22.0,2018.0,7.0,500.2
18.0,0.0,3.0,13.0,1998.0,27.0,504.25
50.0,4.0,2.0,21.0,2016.0,9.0,493.75
57.0,4.0,2.0,25.0,2015.0,10.0,492.65
27.0,9.0,3.0,25.0,2008.0,17.0,499.35
60.0,8.0,2.0,21.0,2017.0,8.0,490.45
61.0,34.0,2.0,24.0,2006.0,19.0,483.7
46.0,19.0,1.0,21.0,2009.0,16.0,489.25
30.0,12.0,4.0,11.0,2012.0,13.0,498.25
29.0,11.0,4.0,11.0,2021.0,4.0,497.85
48.0,16.0,5.0,16.0,2022.0,3.0,494.2
63.0,23.0,5.0,15.0,1994.0,31.0,491.85
19.0,1.0,1.0,18.0,2023.0,2.0,498.5
52.0,31.0,5.0,12.0,2000.0,25.0,490.9
40.0,22.0,3.0,14.0,1992.0,33.0,493.9
34.0,16.0,0.0,18.0,2022.0,3.0,489.6
43.0,12.0,0.0,22.0,2000.0,25.0,491.4
25.0,7.0,0.0,16.0,2005.0,20.0,495.7
46.0,8.0,1.0,11.0,2007.0,18.0,492.25
43.0,3.0,1.0,25.0,2019.0,6.0,493.85
27.0,9.0,2.0,14.0,1999.0,26.0,498.2
43.0,25.0,0.0,11.0,2007.0,18.0,486.25
51.0,33.0,3.0,23.0,2008.0,17.0,487.25
58.0,10.0,5.0,12.0,2025.0,0.0,493.5
24.0,6.0,3.0,15.0,2002.0,23.0,500.95
21.0,2.0,5.0,24.0,1992.0,33.0,507.2
62.0,27.0,0.0,18.0,1999.0,26.0,483.0
28.0,10.0,0.0,18.0,1990.0,35.0,495.8
46.0,8.0,0.0,21.0,2016.0,9.0,490.35
53.0,2.0,1.0,13.0,1997.0,28.0,493.75
42.0,24.0,5.0,21.0,2006.0,19.0,494.85
38.0,20.0,1.0,23.0,1998.0,27.0,491.75
53.0,11.0,1.0,14.0,1995.0,30.0,491.3
27.0,8.0,4.0,20.0,2014.0,11.0,500.3
54.0,14.0,3.0,21.0,2017.0,8.0,491.35
26.0,8.0,3.0,24.0,2022.0,3.0,498.4
41.0,23.0,2.0,16.0,1998.0,27.0,491.4
52.0,4.0,1.0,21.0,2007.0,18.0,492.75
52.0,10.0,5.0,21.0,2010.0,15.0,496.65
65.0,33.0,4.0,20.0,1991.0,34.0,487.5
53.0,23.0,4.0,13.0,2025.0,0.0,489.15
35.0,14.0,3.0,12.0,2004.0,21.0,496.0
56.0,37.0,1.0,16.0,2017.0,8.0,480.8
49.0,7.0,2.0,21.0,2007.0,18.0,493.95
41.0,4.0,1.0,23.0,2023.0,2.0,493.45
40.0,22.0,0.0,25.0,2011.0,14.0,488.05
49.0,17.0,1.0,15.0,2000.0,25.0,489.85
54.0,5.0,0.0,24.0,2002.0,23.0,491.2
29.0,11.0,0.0,20.0,1993.0,32.0,495.1
30.0,12.0,2.0,15.0,2011.0,14.0,495.55
40.0,22.0,5.0,20.0,1996.0,29.0,496.8
42.0,4.0,3.0,23.0,2013.0,12.0,497.25
52.0,12.0,1.0,15.0,1993.0,32.0,491.45
58.0,16.0,0.0,20.0,2017.0,8.0,485.4
47.0,29.0,1.0,22.0,2004.0,21.0,486.6
34.0,16.0,5.0,15.0,1990.0,35.0,500.15
37.0,19.0,3.0,13.0,1992.0,33.0,495.35
65.0,2.0,5.0,17.0,2003.0,22.0,496.95
42.0,24.0,3.0,16.0,1990.0,35.0,493.2
39.0,21.0,4.0,14.0,2010.0,15.0,494.1
30.0,12.0,3.0,12.0,2018.0,7.0,496.2
36.0,18.0,2.0,22.0,1994.0,31.0,494.6
53.0,12.0,5.0,19.0,1999.0,26.0,496.85
29.0,11.0,0.0,11.0,2017.0,8.0,492.25
58.0,5.0,4.0,23.0,2010.0,15.0,495.55
36.0,18.0,2.0,23.0,1996.0,29.0,494.45
29.0,11.0,1.0,21.0,1992.0,33.0,496.75
26.0,8.0,5.0,25.0,2009.0,16.0,502.75
24.0,6.0,0.0,24.0,2008.0,17.0,496.3
45.0,27.0,3.0,14.0,2024.0,1.0,488.2
31.0,13.0,0.0,11.0,1993.0,32.0,493.65
48.0,30.0,1.0,23.0,1994.0,31.0,487.15
36.0,12.0,4.0,16.0,1990.0,35.0,499.5
64.0,24.0,4.0,14.0,1993.0,32.0,489.9
33.0,15.0,5.0,15.0,2001.0,24.0,499.55
22.0,4.0,4.0,15.0,2016.0,9.0,502.05
52.0,34.0,5.0,19.0,2012.0,13.0,489.15
29.0,6.0,5.0,11.0,2014.0,11.0,501.55
42.0,4.0,5.0,23.0,2010.0,15.0,500.55
38.0,20.0,3.0,12.0,2013.0,12.0,492.7
53.0,22.0,2.0,23.0,2014.0,11.0,488.05
40.0,9.0,5.0,16.0,2021.0,4.0,498.0
33.0,15.0,5.0,15.0,2021.0,4.0,497.55
56.0,29.0,2.0,21.0,1994.0,31.0,487.25
62.0,38.0,0.0,17.0,2025.0,0.0,477.05
59.0,30.0,5.0,13.0,2005.0,20.0,489.35
56.0,17.0,3.0,13.0,2022.0,3.0,489.15
31.0,13.0,4.0,20.0,2010.0,15.0,498.4
48.0,1.0,4.0,12.0,1998.0,27.0,499.4
22.0,4.0,1.0,23.0,1995.0,30.0,500.05
52.0,12.0,1.0,13.0,2024.0,1.0,488.25
40.0,22.0,4.0,20.0,2011.0,14.0,493.8
46.0,11.0,4.0,11.0,1994.0,31.0,497.15
60.0,38.0,3.0,15.0,2012.0,13.0,483.15
28.0,1.0,2.0,24.0,2006.0,19.0,500.2
35.0,17.0,1.0,25.0,2001.0,24.0,493.05
64.0,12.0,2.0,22.0,2012.0,13.0,489.0
29.0,11.0,3.0,15.0,2005.0,20.0,498.15
26.0,8.0,4.0,22.0,1992.0,33.0,502.8
27.0,9.0,5.0,21.0,2019.0,6.0,501.05
61.0,39.0,2.0,17.0,2011.0,14.0,481.35
34.0,16.0,4.0,14.0,1998.0,27.0,497.8
55.0,33.0,4.0,13.0,2018.0,7.0,486.45
24.0,6.0,0.0,11.0,2012.0,13.0,495.25
63.0,34.0,2.0,22.0,2002.0,23.0,483.6
30.0,5.0,5.0,25.0,2021.0,4.0,501.65
57.0,18.0,2.0,18.0,2012.0,13.0,488.4
59.0,29.0,4.0,23.0,2006.0,19.0,488.55
26.0,6.0,5.0,13.0,2010.0,15.0,502.65
44.0,9.0,3.0,23.0,1991.0,34.0,497.55
19.0,1.0,0.0,25.0,1995.0,30.0,500.15
22.0,4.0,4.0,12.0,2007.0,18.0,502.8
46.0,28.0,1.0,21.0,2019.0,6.0,485.55
54.0,27.0,1.0,14.0,2011.0,14.0,484.7
55.0,14.0,0.0,13.0,2022.0,3.0,485.75
36.0,18.0,3.0,23.0,2019.0,6.0,493.65
25.0,7.0,4.0,11.0,2006.0,19.0,501.35
65.0,28.0,2.0,13.0,2021.0,4.0,482.65
62.0,21.0,0.0,22.0,2003.0,22.0,484.6
18.0,0.0,3.0,12.0,1999.0,26.0,504.1
39.0,19.0,2.0,18.0,2025.0,0.0,490.4
34.0,16.0,1.0,16.0,2023.0,2.0,490.9
24.0,6.0,1.0,19.0,1998.0,27.0,498.55
42.0,3.0,2.0,18.0,2017.0,8.0,495.4
62.0,26.0,0.0,20.0,2000.0,25.0,483.3
21.0,3.0,1.0,13.0,2003.0,22.0,499.25
53.0,11.0,4.0,15.0,2008.0,17.0,494.55
23.0,5.0,5.0,17.0,2004.0,21.0,504.35
48.0,16.0,2.0,15.0,2017.0,8.0,490.15
36.0,9.0,2.0,18.0,2013.0,12.0,495.2
61.0,0.0,1.0,22.0,1997.0,28.0,493.2
56.0,21.0,0.0,15.0,1998.0,27.0,485.95
44.0,25.0,4.0,11.0,2022.0,3.0,490.55
27.0,9.0,0.0,15.0,2022.0,3.0,492.95
43.0,13.0,3.0,14.0,2008.0,17.0,494.4
36.0,18.0,3.0,16.0,1992.0,33.0,496.0
56.0,11.0,5.0,13.0,1999.0,26.0,496.25
20.0,2.0,1.0,25.0,1990.0,35.0,501.65
62.0,34.0,1.0,21.0,2018.0,7.0,480.65
30.0,11.0,1.0,15.0,2023.0,2.0,493.15
45.0,6.0,5.0,12.0,2002.0,23.0,499.6
37.0,19.0,3.0,21.0,1990.0,35.0,495.95
45.0,10.0,0.0,16.0,2023.0,2.0,489.0
25.0,7.0,5.0,23.0,2018.0,7.0,502.25
58.0,5.0,5.0,25.0,2002.0,23.0,497.95
56.0,14.0,0.0,22.0,2018.0,7.0,486.4
18.0,0.0,1.0,16.0,2013.0,12.0,499.9
20.0,2.0,4.0,15.0,2015.0,10.0,503.15
30.0,12.0,0.0,16.0,2006.0,19.0,493.1
45.0,25.0,3.0,21.0,1996.0,29.0,491.95
42.0,24.0,2.0,17.0,2002.0,23.0,490.55
50.0,32.0,2.0,22.0,1994.0,31.0,487.6
55.0,28.0,5.0,15.0,2015.0,10.0,489.85
23.0,3.0,2.0,11.0,1992.0,33.0,501.35
61.0,16.0,4.0,18.0,1996.0,29.0,492.8
62.0,34.0,1.0,14.0,1990.0,35.0,483.1
49.0,12.0,3.0,19.0,2006.0,19.0,493.95
62.0,40.0,4.0,24.0,2014.0,11.0,483.9
64.0,38.0,3.0,20.0,1992.0,33.0,484.6
38.0,14.0,3.0,22.0,2004.0,21.0,495.9
33.0,15.0,1.0,16.0,2018.0,7.0,491.9
38.0,20.0,5.0,11.0,2021.0,4.0,494.85
28.0,10.0,2.0,13.0,2015.0,10.0,496.05
54.0,31.0,1.0,13.0,2005.0,20.0,484.05
53.0,1.0,4.0,20.0,2014.0,11.0,497.2
52.0,13.0,5.0,22.0,2017.0,8.0,495.1
36.0,18.0,4.0,22.0,1998.0,27.0,497.2
37.0,19.0,5.0,14.0,1990.0,35.0,498.6
35.0,10.0,4.0,16.0,2018.0,7.0,497.5
64.0,26.0,1.0,25.0,2011.0,14.0,483.55
58.0,2.0,5.0,17.0,2005.0,20.0,498.15
31.0,13.0,5.0,20.0,1996.0,29.0,501.3
32.0,14.0,3.0,14.0,2003.0,22.0,496.8
48.0,28.0,3.0,16.0,2018.0,7.0,488.0
18.0,0.0,0.0,21.0,2008.0,17.0,499.15
20.0,2.0,4.0,11.0,2008.0,17.0,503.65
33.0,15.0,3.0,24.0,1991.0,34.0,498.0
40.0,19.0,0.0,18.0,2004.0,21.0,489.3
28.0,5.0,3.0,17.0,1992.0,33.0,501.55
29.0,11.0,4.0,25.0,2000.0,25.0,500.65
27.0,4.0,5.0,21.0,2019.0,6.0,502.55
49.0,2.0,2.0,21.0,2007.0,18.0,495.45
33.0,0.0,4.0,19.0,1991.0,34.0,503.75
25.0,7.0,1.0,13.0,2021.0,4.0,495.45
55.0,14.0,3.0,12.0,1997.0,28.0,492.7
29.0,11.0,3.0,11.0,2011.0,14.0,497.35
41.0,23.0,5.0,13.0,1995.0,30.0,496.05
45.0,24.0,1.0,15.0,2001.0,24.0,488.45
25.0,7.0,5.0,24.0,2025.0,0.0,501.6
45.0,11.0,1.0,21.0,2004.0,21.0,492.35
53.0,17.0,2.0,12.0,2017.0,8.0,488.7
43.0,14.0,3.0,22.0,2007.0,18.0,494.6
25.0,7.0,3.0,13.0,1991.0,34.0,501.45
45.0,26.0,2.0,25.0,2002.0,23.0,489.75
45.0,7.0,0.0,25.0,2004.0,21.0,492.25
54.0,24.0,5.0,25.0,2009.0,16.0,492.35
58.0,16.0,2.0,14.0,2018.0,7.0,488.0
53.0,28.0,5.0,17.0,2018.0,7.0,490.05
44.0,7.0,4.0,23.0,1992.0,33.0,499.55
34.0,14.0,3.0,13.0,2008.0,17.0,495.85
26.0,8.0,5.0,25.0,1992.0,33.0,504.45
50.0,6.0,1.0,19.0,2003.0,22.0,492.85
37.0,2.0,5.0,18.0,1993.0,32.0,503.6
30.0,12.0,4.0,14.0,2000.0,25.0,499.6
45.0,23.0,3.0,23.0,2020.0,5.0,490.25
65.0,2.0,2.0,11.0,2021.0,4.0,490.35
46.0,19.0,4.0,11.0,2016.0,9.0,492.55
30.0,12.0,3.0,11.0,2019.0,6.0,496.05
63.0,24.0,5.0,11.0,1991.0,34.0,491.65
52.0,29.0,0.0,18.0,1998.0,27.0,484.5
23.0,5.0,0.0,13.0,2017.0,8.0,495.35
35.0,6.0,1.0,25.0,2020.0,5.0,494.45
22.0,4.0,3.0,16.0,2023.0,2.0,499.9
64.0,19.0,0.0,13.0,2004.0,21.0,484.25
42.0,24.0,2.0,21.0,2014.0,11.0,489.55
19.0,1.0,3.0,15.0,2025.0,0.0,501.15
27.0,9.0,2.0,23.0,1997.0,28.0,498.85
47.0,21.0,2.0,25.0,1998.0,27.0,491.25
62.0,1.0,0.0,24.0,2021.0,4.0,488.9
22.0,4.0,3.0,23.0,2006.0,19.0,501.95
50.0,7.0,5.0,25.0,2024.0,1.0,496.75
18.0,0.0,4.0,17.0,2008.0,17.0,504.95
35.0,12.0,0.0,12.0,2018.0,7.0,490.7
49.0,16.0,0.0,16.0,1996.0,29.0,489.1
64.0,7.0,5.0,23.0,2017.0,8.0,494.55
28.0,10.0,3.0,16.0,1998.0,27.0,499.4
38.0,17.0,3.0,21.0,2017.0,8.0,493.65
43.0,25.0,2.0,13.0,1995.0,30.0,490.55
42.0,17.0,5.0,16.0,2018.0,7.0,495.5
39.0,21.0,5.0,20.0,2006.0,19.0,496.3
44.0,26.0,3.0,20.0,2005.0,20.0,490.9
30.0,12.0,2.0,24.0,2012.0,13.0,495.9
50.0,10.0,0.0,15.0,2020.0,5.0,488.25
51.0,24.0,1.0,22.0,1992.0,33.0,488.5
58.0,32.0,4.0,12.0,2010.0,15.0,486.9
52.0,34.0,0.0,19.0,2015.0,10.0,481.35
18.0,0.0,3.0,18.0,2025.0,0.0,501.8
38.0,7.0,4.0,13.0,2011.0,14.0,498.35
65.0,10.0,1.0,18.0,2001.0,24.0,488.8
23.0,5.0,1.0,24.0,2002.0,23.0,498.9
45.0,23.0,2.0,19.0,2000.0,25.0,490.55
34.0,16.0,4.0,24.0,2005.0,20.0,497.6
22.0,4.0,2.0,25.0,1997.0,28.0,501.45
48.0,11.0,0.0,13.0,1991.0,34.0,491.15
22.0,4.0,5.0,13.0,2019.0,6.0,503.15
55.0,14.0,5.0,12.0,2019.0,6.0,493.5
20.0,2.0,5.0,18.0,2001.0,24.0,506.2
40.0,21.0,4.0,20.0,1999.0,26.0,495.3
54.0,27.0,5.0,11.0,2000.0,25.0,491.65
54.0,19.0,0.0,18.0,2004.0,21.0,486.5
27.0,9.0,2.0,17.0,2005.0,20.0,497.75
27.0,9.0,4.0,24.0,2006.0,19.0,501.0
36.0,18.0,2.0,17.0,2015.0,10.0,492.25
34.0,16.0,4.0,13.0,1991.0,34.0,498.45
38.0,20.0,2.0,11.0,2001.0,24.0,492.35
31.0,1.0,1.0,14.0,2015.0,10.0,496.7
26.0,8.0,2.0,19.0,2012.0,13.0,497.65
63.0,32.0,5.0,15.0,2007.0,18.0,487.85
18.0,0.0,1.0,11.0,2021.0,4.0,498.85
62.0,12.0,2.0,25.0,1992.0,33.0,491.55
30.0,12.0,4.0,15.0,1992.0,33.0,500.45
21.0,3.0,4.0,23.0,2019.0,6.0,502.65
18.0,0.0,4.0,18.0,1990.0,35.0,506.8
57.0,25.0,3.0,18.0,2019.0,6.0,487.1
49.0,21.0,0.0,15.0,2021.0,4.0,485.05
51.0,33.0,4.0,22.0,2017.0,8.0,487.8
45.0,1.0,1.0,19.0,2010.0,15.0,494.65
48.0,30.0,4.0,25.0,2002.0,23.0,490.95
25.0,7.0,3.0,11.0,2016.0,9.0,498.85
56.0,25.0,5.0,14.0,2025.0,0.0,489.5
43.0,14.0,1.0,13.0,1996.0,29.0,492.25
51.0,33.0,3.0,12.0,2011.0,14.0,486.4
20.0,2.0,5.0,25.0,1999.0,26.0,506.75
29.0,10.0,1.0,18.0,2004.0,21.0,495.7
18.0,0.0,2.0,17.0,2004.0,21.0,502.35
61.0,5.0,0.0,19.0,1993.0,32.0,490.45
22.0,4.0,0.0,12.0,2021.0,4.0,495.4
47.0,5.0,3.0,24.0,2012.0,13.0,496.1
47.0,8.0,5.0,24.0,1995.0,30.0,499.9
34.0,16.0,0.0,14.0,2013.0,12.0,490.3
65.0,30.0,5.0,24.0,2009.0,16.0,488.3
64.0,31.0,5.0,25.0,2009.0,16.0,488.25
40.0,22.0,3.0,16.0,2001.0,24.0,493.1
32.0,11.0,3.0,21.0,2022.0,3.0,496.15
54.0,7.0,3.0,13.0,2017.0,8.0,493.05
38.0,7.0,0.0,18.0,1997.0,28.0,494.0
31.0,13.0,3.0,13.0,1990.0,35.0,498.55
19.0,1.0,0.0,24.0,2011.0,14.0,498.5
28.0,6.0,3.0,22.0,1995.0,30.0,501.2
56.0,10.0,4.0,23.0,2010.0,15.0,494.45
55.0,19.0,5.0,23.0,2021.0,4.0,492.35
51.0,15.0,3.0,12.0,2024.0,1.0,490.5
55.0,3.0,1.0,23.0,2004.0,21.0,492.85
51.0,5.0,5.0,23.0,1994.0,31.0,500.05
35.0,17.0,5.0,13.0,1995.0,30.0,499.05
47.0,25.0,3.0,21.0,2014.0,11.0,489.75
32.0,2.0,2.0,16.0,2018.0,7.0,497.5
44.0,26.0,3.0,12.0,1996.0,29.0,491.4
51.0,13.0,5.0,18.0,2002.0,23.0,496.6
55.0,10.0,1.0,11.0,2007.0,18.0,489.85
50.0,17.0,5.0,17.0,1991.0,34.0,496.65
41.0,11.0,1.0,12.0,1997.0,28.0,493.4
32.0,14.0,0.0,20.0,2000.0,25.0,492.9
47.0,11.0,4.0,22.0,2022.0,3.0,494.7
59.0,12.0,5.0,16.0,2016.0,9.0,493.8
34.0,16.0,3.0,22.0,2009.0,16.0,495.6
22.0,4.0,0.0,12.0,2001.0,24.0,497.4
46.0,28.0,4.0,12.0,2020.0,5.0,489.5
21.0,3.0,3.0,20.0,2016.0,9.0,501.3
27.0,9.0,2.0,23.0,2021.0,4.0,496.45
34.0,16.0,3.0,18.0,1999.0,26.0,496.4
27.0,9.0,1.0,25.0,1992.0,33.0,497.95
34.0,5.0,1.0,25.0,2016.0,9.0,495.35
37.0,17.0,2.0,22.0,2024.0,1.0,491.7
41.0,18.0,0.0,12.0,2020.0,5.0,487.5
22.0,4.0,4.0,17.0,2004.0,21.0,503.35
51.0,33.0,3.0,13.0,2005.0,20.0,487.05
23.0,5.0,1.0,18.0,2002.0,23.0,498.6
19.0,1.0,0.0,17.0,2024.0,1.0,496.85
30.0,2.0,2.0,24.0,2000.0,25.0,500.1
60.0,27.0,5.0,18.0,2010.0,15.0,489.8
60.0,9.0,1.0,24.0,2000.0,25.0,490.5
65.0,34.0,2.0,17.0,2019.0,6.0,481.25
28.0,10.0,3.0,21.0,2024.0,1.0,497.05
64.0,14.0,4.0,16.0,2011.0,14.0,491.2
40.0,22.0,1.0,23.0,2020.0,5.0,488.55
33.0,6.0,1.0,17.0,2003.0,22.0,496.15
48.0,11.0,3.0,15.0,2013.0,12.0,493.55
28.0,10.0,5.0,17.0,2021.0,4.0,500.15
33.0,15.0,0.0,11.0,2025.0,0.0,489.45
25.0,7.0,4.0,11.0,2021.0,4.0,499.85
21.0,3.0,1.0,19.0,2004.0,21.0,499.45
57.0,19.0,4.0,24.0,2024.0,1.0,490.2
21.0,3.0,1.0,15.0,1992.0,33.0,500.45
42.0,3.0,4.0,23.0,2005.0,20.0,499.85
20.0,2.0,2.0,15.0,1994.0,31.0,502.25
49.0,19.0,1.0,13.0,2010.0,15.0,488.15
20.0,2.0,4.0,15.0,1999.0,26.0,504.75
44.0,26.0,0.0,13.0,2008.0,17.0,485.75
46.0,28.0,2.0,19.0,2014.0,11.0,487.45
49.0,31.0,2.0,19.0,1993.0,32.0,488.05
36.0,18.0,0.0,16.0,2018.0,7.0,488.9
38.0,20.0,4.0,25.0,2008.0,17.0,495.35
22.0,1.0,3.0,11.0,1991.0,34.0,503.75
35.0,14.0,0.0,17.0,1999.0,26.0,492.25
45.0,27.0,4.0,17.0,2014.0,11.0,490.85
59.0,35.0,0.0,24.0,2009.0,16.0,480.5
39.0,5.0,0.0,20.0,2008.0,17.0,493.4
38.0,20.0,1.0,20.0,2012.0,13.0,490.2
23.0,5.0,4.0,14.0,2013.0,12.0,501.8
18.0,0.0,3.0,18.0,2000.0,25.0,504.3
22.0,4.0,1.0,16.0,2023.0,2.0,496.9
58.0,39.0,0.0,14.0,2017.0,8.0,478.2
29.0,11.0,5.0,14.0,1994.0,31.0,502.2
43.0,14.0,0.0,12.0,1994.0,31.0,490.9
63.0,32.0,0.0,24.0,2010.0,15.0,480.5
51.0,33.0,4.0,12.0,2001.0,24.0,488.9
31.0,13.0,4.0,22.0,1993.0,32.0,500.2
43.0,7.0,1.0,24.0,2009.0,16.0,493.6
62.0,35.0,3.0,14.0,2014.0,11.0,483.4
44.0,26.0,1.0,15.0,2003.0,22.0,487.85
26.0,8.0,2.0,18.0,2000.0,25.0,498.8
43.0,13.0,0.0,25.0,2021.0,4.0,489.15
64.0,13.0,5.0,16.0,2000.0,25.0,494.1
39.0,1.0,0.0,24.0,2007.0,18.0,494.9
64.0,36.0,0.0,25.0,2016.0,9.0,478.55
47.0,4.0,1.0,14.0,2007.0,18.0,493.4
60.0,37.0,5.0,23.0,2012.0,13.0,486.85
65.0,40.0,5.0,21.0,2000.0,25.0,486.05
34.0,13.0,5.0,17.0,2010.0,15.0,499.15
43.0,25.0,1.0,18.0,1994.0,31.0,489.4
53.0,24.0,0.0,12.0,2012.0,13.0,484.1
18.0,0.0,1.0,22.0,2014.0,11.0,500.1
25.0,1.0,4.0,17.0,1999.0,26.0,504.15
52.0,34.0,4.0,25.0,2011.0,14.0,488.05
32.0,5.0,1.0,24.0,2008.0,17.0,496.5
64.0,16.0,5.0,12.0,1990.0,35.0,494.0
39.0,21.0,0.0,12.0,1996.0,29.0,489.4
31.0,13.0,1.0,18.0,1993.0,32.0,495.5
43.0,1.0,1.0,12.0,1990.0,35.0,496.7
45.0,27.0,1.0,25.0,2004.0,21.0,487.75
40.0,22.0,2.0,21.0,2001.0,24.0,491.85
31.0,4.0,4.0,19.0,2011.0,14.0,500.95
41.0,0.0,5.0,22.0,2011.0,14.0,501.8
19.0,1.0,3.0,11.0,2006.0,19.0,502.85
62.0,11.0,5.0,25.0,2018.0,7.0,493.75
43.0,25.0,3.0,19.0,2003.0,22.0,491.55
31.0,13.0,2.0,25.0,2009.0,16.0,495.75
24.0,6.0,1.0,11.0,2022.0,3.0,495.75
20.0,2.0,2.0,20.0,2004.0,21.0,501.5
64.0,9.0,2.0,23.0,2001.0,24.0,491.05
40.0,2.0,0.0,20.0,2009.0,16.0,494.0
63.0,13.0,4.0,12.0,2019.0,6.0,490.7
60.0,15.0,3.0,16.0,1992.0,33.0,492.1
64.0,9.0,1.0,16.0,2017.0,8.0,487.6
62.0,28.0,3.0,11.0,2015.0,10.0,485.25
35.0,9.0,5.0,17.0,2019.0,6.0,499.25
55.0,11.0,3.0,18.0,2002.0,23.0,493.4
52.0,29.0,5.0,12.0,2002.0,23.0,491.3
32.0,14.0,4.0,18.0,1991.0,34.0,499.7
42.0,0.0,5.0,19.0,1991.0,34.0,503.45
54.0,4.0,3.0,16.0,2025.0,0.0,493.3
45.0,19.0,3.0,15.0,2015.0,10.0,491.55
27.0,7.0,5.0,22.0,2000.0,25.0,503.6
56.0,11.0,2.0,19.0,1997.0,28.0,492.25
34.0,0.0,4.0,23.0,2011.0,14.0,501.75
56.0,19.0,0.0,22.0,2009.0,16.0,485.8
39.0,21.0,1.0,21.0,1997.0,28.0,491.25
43.0,25.0,3.0,19.0,2018.0,7.0,490.05
61.0,36.0,1.0,11.0,2015.0,10.0,480.05
42.0,11.0,0.0,21.0,2019.0,6.0,489.95
34.0,16.0,1.0,13.0,2006.0,19.0,492.45
30.0,12.0,0.0,19.0,2009.0,16.0,492.95
37.0,14.0,5.0,21.0,2005.0,20.0,498.95
42.0,5.0,2.0,12.0,1996.0,29.0,496.6
21.0,3.0,3.0,22.0,2005.0,20.0,502.5
27.0,9.0,0.0,14.0,2016.0,9.0,493.5
20.0,1.0,1.0,14.0,2012.0,13.0,499.2
58.0,8.0,3.0,12.0,2013.0,12.0,492.3
62.0,36.0,2.0,25.0,1998.0,27.0,483.75
35.0,17.0,5.0,13.0,2024.0,1.0,496.15
64.0,25.0,3.0,23.0,2009.0,16.0,486.95
53.0,28.0,0.0,13.0,2006.0,19.0,483.55
64.0,0.0,2.0,11.0,2020.0,5.0,491.25
39.0,21.0,1.0,16.0,1997.0,28.0,491.0
51.0,5.0,2.0,18.0,2004.0,21.0,494.3
64.0,36.0,2.0,22.0,2020.0,5.0,481.0
25.0,4.0,4.0,13.0,2019.0,6.0,501.05
57.0,32.0,2.0,15.0,2009.0,16.0,484.35
61.0,13.0,2.0,11.0,2001.0,24.0,489.85
36.0,11.0,3.0,20.0,2006.0,19.0,496.9
59.0,19.0,1.0,17.0,2019.0,6.0,485.45
58.0,23.0,3.0,20.0,2018.0,7.0,487.7
54.0,33.0,3.0,23.0,2008.0,17.0,486.65
23.0,5.0,0.0,11.0,2000.0,25.0,496.95
43.0,25.0,3.0,22.0,2023.0,2.0,489.7
51.0,33.0,4.0,21.0,1996.0,29.0,489.85
62.0,30.0,4.0,19.0,2023.0,2.0,485.75
23.0,5.0,0.0,18.0,2009.0,16.0,496.4
54.0,36.0,5.0,17.0,2013.0,12.0,487.95
50.0,19.0,1.0,20.0,1999.0,26.0,489.4
39.0,21.0,1.0,25.0,2021.0,4.0,489.05
